Year,Adjustments On Amalgamation Merger Demerger Others,Asset Turnover Ratio (%),Basic EPS (Rs.),Bonus Equity Share Capital,Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Capital Goods,Capital Work-In-Progress,Cash And Cash Equivalents,Cash And Cash Equivalents Begin of Year,Cash And Cash Equivalents End Of Year,Cash EPS (Rs.),Cash Earnings Retention Ratio (%),Close,Contingent Liabilities,Current Investments,Current Ratio (X),Deferred Tax Assets [Net],Deferred Tax Liabilities [Net],Diluted EPS (Rs.),Dividend / Share(Rs.),Dividend Payout Ratio (CP) (%),Dividend Payout Ratio (NP) (%),EV/EBITDA (X),EV/Net Operating Revenue (X),Earnings Retention Ratio (%),Earnings Yield,Employees Cost,Enterprise Value (Cr.),Equity Share Capital,Expenditure In Foreign Currency,Fixed Assets,Foreign Exchange Gains / Losses,Increase/Decrease in Stocks,Intangible Assets,Interest,Inventories,Inventory Turnover Ratio (X),Long Term Borrowings,Long Term Loans And Advances,Long Term Provisions,MarketCap/Net Operating Revenue (X),Net Cash Used From Financing Activities,Net Cash Used In Investing Activities,Net CashFlow From Operating Activities,Net Inc/Dec In Cash And Cash Equivalents,Net Profit Margin (%),Net Profit/(Loss) For the Period,Net Profit/Loss Before Extraordinary Items And Tax,Net Profit/Share (Rs.),Non-Current Investments,Non-Current Investments Unquoted Book Value,Other Assets,Other Current Liabilities,Other Earnings,Other Expenses,Other Income,Other Long Term Liabilities,Other Non-Current Assets,OtherCurrentAssets,P/L After Tax from Ordinary Activities,P/L Before Exceptional Items & Tax,"P/L Before Int., Excpt. Items & Tax","P/L Before Other Inc. , Int., Excpt. Items & Tax",P/L Before Tax,PBDIT Margin (%),PBDIT/Share (Rs.),PBIT Margin (%),PBIT/Share (Rs.),PBT Margin (%),PBT/Share (Rs.),Price/BV (X),Price/Net Operating Revenue,Quick Ratio (X),Raw Materials,Reserves and Surplus,Retention Ratios (%),Return on Assets (%),Return on Capital Employed (%),Return on Networth / Equity (%),Revenue from Operations/Share (Rs.),Short Term Borrowings,Short Term Loans And Advances,Short Term Provisions,"Stores, Spares And Loose Tools",Tangible Assets,Tax,Total Assets,Total Capital And Liabilities,Total Current Assets,Total Current Liabilities,Total Debt/Equity (X),Total Income From Operations,Total Non-Current Assets,Total Non-Current Liabilities,Total Reserves and Surplus,Total Share Capital,Total Shareholders Funds,Trade Payables,Trade Receivables,Trade/Other Goods,depreciat
Sep-06,0,110.36,14.17,279.69,45.03,45.03,0,612.36,823,545.38,823,16.22,69.18,118.1025085,509.18,0,1.43,38.14,0,14.17,5,30.82,35.28,29.92,7.71,64.72,0.03,4698.173418,78862.7,286.9,3081.66,1730.61,0,-1.190140845,15.87,2.6,148.65,68.8,5.27,0,0,7.79,59.8,-1694.42,1912.25,277.63,19.75,665.2,2340.43,14.17,3459.2,514.23,0,1413.95,7067.84,1736.4,54.2,0,0,0,1829.364706,2341.161765,2445.560294,1965.935294,2341.161765,25.77,18.49,22.91,16.44,22.88,16.42,12.4,7.79,1.37,386.38,6135.3,64.71,21.8,31.4,31.46,71.73,44.89,1098.82,1011.56,0,1102.38,91.8,9266.49,9266.49,4038.54,2833.28,0.01,10700.14265,5227.95,5.27,6135.3,285.15,6420.45,362.88,1968.07,0,88.8
Dec-06,0,110.36,14.17,279.69,45.03,45.03,0,612.36,823,545.38,823,16.22,69.18,136.3274994,509.18,0,1.43,38.14,0,14.17,5,30.82,35.28,29.92,7.71,64.72,0.03,4698.173418,78862.7,288,3081.66,1730.61,0,-1.190140845,15.87,2.9,148.65,68.8,5.27,0,0,7.79,59.8,-1694.42,1912.25,277.63,19.75,738.9,2340.43,14.17,3459.2,514.23,0,1413.95,7067.84,1813.6,81.8,0,0,0,1829.364706,2341.161765,2445.560294,1965.935294,2341.161765,25.77,18.49,22.91,16.44,22.88,16.42,12.4,7.79,1.37,386.38,6135.3,64.71,21.8,31.4,31.46,71.73,44.89,1098.82,1011.56,0,1102.38,91.8,9266.49,9266.49,4038.54,2833.28,0.01,10700.14265,5227.95,5.27,6135.3,285.15,6420.45,362.88,1968.07,0,92.5
Mar-07,0,102.71,19.48,279.69,63.86,63.86,0,989.5,1849.2,818,1849.2,21.95,72.72,125.8650055,661.6,0,1.67,46.6,0,19.48,6,27.28,30.74,22.54,5.84,69.26,0.03,1542.6,79852.07,291.8,0,2635.4,0,-31,0,1.6,240.4,56.92,238,0,0,5.95,238.5,-1881.9,2674.6,1031.2,20.76,818.9,3176.2,19.48,4348.7,1234.1,0,2998.9,10954.6,329.1,86.8,0,0,0,1829.364706,2341.161765,2445.560294,1965.935294,2341.161765,25.89,24.29,23.26,21.82,23.21,21.77,8.74,5.95,1.61,0,9025.1,69.25,21.33,29.73,30.5,93.79,0,1619.9,765.2,0,1645.9,52.5,13322.5,13322.5,6291.8,3764.1,0.03,10700.14265,7030.7,238,9025.1,291.8,9316.9,0,2582.3,0,97.4
Jun-07,0,102.71,19.48,279.69,63.86,63.86,0,989.5,1849.2,818,1849.2,21.95,72.72,116.6512527,661.6,0,1.67,46.6,0,19.48,6,27.28,30.74,22.54,5.84,69.26,0.03,1648.8,79852.07,291.8,0,2635.4,0,45.7,0,11,240.4,56.92,238,0,0,5.95,238.5,-1881.9,2674.6,1031.2,20.76,671.4,3176.2,19.48,4348.7,1234.1,0,2998.9,10954.6,231.5,97.7,0,0,0,1829.364706,2341.161765,2445.560294,1965.935294,2341.161765,25.89,24.29,23.26,21.82,23.21,21.77,8.74,5.95,1.61,0,9025.1,69.25,21.33,29.73,30.5,93.79,0,1619.9,765.2,0,1645.9,88.9,13322.5,13322.5,6291.8,3764.1,0.03,10700.14265,7030.7,238,9025.1,291.8,9316.9,0,2582.3,0,107.3
Sep-07,0,102.71,19.48,279.69,63.86,63.86,0,989.5,1849.2,818,1849.2,21.95,72.72,103.5562515,661.6,0,1.67,46.6,0,19.48,6,27.28,30.74,22.54,5.84,69.26,0.03,1760.9,79852.07,291.9,0,2635.4,0,-11.2,0,24.9,240.4,56.92,238,0,0,5.95,238.5,-1881.9,2674.6,1031.2,20.76,760.3,3176.2,19.48,4348.7,1234.1,0,2998.9,10954.6,787.4,95,0,0,0,760.3,853.1,878,783,853.1,25.89,24.29,23.26,21.82,23.21,21.77,8.74,5.95,1.61,0,9025.1,69.25,21.33,29.73,30.5,93.79,0,1619.9,765.2,0,1645.9,92.8,13322.5,13322.5,6291.8,3764.1,0.03,4150,7030.7,238,9025.1,291.8,9316.9,0,2582.3,0,109.5
Dec-07,0,102.71,19.48,279.69,63.86,63.86,0,989.5,1849.2,818,1849.2,21.95,72.72,118.2712555,661.6,0,1.67,46.6,0,19.48,6,27.28,30.74,22.54,5.84,69.26,0.03,1877,79852.07,292.1,0,2635.4,0,-6,0,47.6,240.4,56.92,238,0,0,5.95,238.5,-1881.9,2674.6,1031.2,20.76,804.1,3176.2,19.48,4348.7,1234.1,0,2998.9,10954.6,813.5,72.6,0,0,0,804.1,880.7,928.3,855.7,880.7,25.89,24.29,23.26,21.82,23.21,21.77,8.74,5.95,1.61,0,9025.1,69.25,21.33,29.73,30.5,93.79,0,1619.9,765.2,0,1645.9,76.6,13322.5,13322.5,6291.8,3764.1,0.03,4357,7030.7,238,9025.1,291.8,9316.9,0,2582.3,0,112.4
Mar-08,0,86.7,20.96,279.69,79.05,79.05,0,1335,3732.1,1852.8,3732.1,24.08,75.1,97.22250366,749.9,0,2.53,51.7,0,20.96,6,24.9,28.61,15.4,3.56,71.39,0.05,2122.6,62247.9,292.3,0,3617.2,0,-55.7,42.7,33.2,448.1,39.04,3822.4,0,0,3.55,2290.9,-1127.5,715.9,1879.3,17.51,827.3,3469.7,20.96,4500.1,6830.767692,0,3361.6,12885.2,949.1,93,0,0,0,827.3,975.4,1008.6,915.6,975.4,23.1,27.66,20.5,24.54,19.83,23.74,5.38,3.55,2.44,0,11260.4,71.38,15.18,19.84,26.51,119.69,0,4179.6,1380.7,0,2239.5,148.1,20175.4,20175.4,12006.4,4742.3,0.33,5275.1,8169,3822.4,11260.4,292.3,11552.7,0,3646.6,0,127
Jun-08,0,86.7,20.96,279.69,79.05,79.05,0,1335,3732.1,1852.8,3732.1,24.08,75.1,98.98875427,749.9,0,2.53,51.7,0,20.96,6,24.9,28.61,15.4,3.56,71.39,0.05,2199.4,62247.9,292.4,0,3617.2,0,-46.2,42.7,67.2,448.1,39.04,3822.4,0,0,3.55,2290.9,-1127.5,715.9,1879.3,17.51,546,3469.7,20.96,4500.1,6830.767692,0,3361.6,12885.2,818.8,102.8,0,0,0,546,680.7,747.9,645.1,680.7,23.1,27.66,20.5,24.54,19.83,23.74,5.38,3.55,2.44,0,11260.4,71.38,15.18,19.84,26.51,119.69,0,4179.6,1380.7,0,2239.5,134.7,20175.4,20175.4,12006.4,4742.3,0.33,4704.6,8169,3822.4,11260.4,292.3,11552.7,0,3646.6,0,124.8
Sep-08,0,86.7,20.96,279.69,79.05,79.05,0,1335,3732.1,1852.8,3732.1,24.08,75.1,76.47750092,749.9,0,2.53,51.7,0,20.96,6,24.9,28.61,15.4,3.56,71.39,0.05,2296.2,62247.9,292.6,0,3617.2,0,-29.1,42.7,99.1,448.1,39.04,3822.4,0,0,3.55,2290.9,-1127.5,715.9,1879.3,17.51,852.5,3469.7,20.96,4500.1,6830.767692,0,3361.6,12885.2,760.2,146.6,0,0,0,852.5,999.1,1098.2,951.6,999.1,23.1,27.66,20.5,24.54,19.83,23.74,5.38,3.55,2.44,0,11260.4,71.38,15.18,19.84,26.51,119.69,0,4179.6,1380.7,0,2239.5,146.6,20175.4,20175.4,12006.4,4742.3,0.33,5405,8169,3822.4,11260.4,292.3,11552.7,0,3646.6,0,131.1
Dec-08,0,86.7,20.96,279.69,79.05,79.05,0,1335,3732.1,1852.8,3732.1,24.08,75.1,52.5150032,749.9,0,2.53,51.7,0,20.96,6,24.9,28.61,15.4,3.56,71.39,0.05,2419.8,62247.9,292.7,0,3617.2,0,42.9,42.7,163.9,448.1,39.04,3822.4,0,0,3.55,2290.9,-1127.5,715.9,1879.3,17.51,733,3469.7,20.96,4500.1,6830.767692,0,3361.6,12885.2,862.1,137.2,0,0,0,733,872.8,1036.7,899.5,872.8,23.1,27.66,20.5,24.54,19.83,23.74,5.38,3.55,2.44,0,11260.4,71.38,15.18,19.84,26.51,119.69,0,4179.6,1380.7,0,2239.5,139.8,20175.4,20175.4,12006.4,4742.3,0.33,5397,8169,3822.4,11260.4,292.3,11552.7,0,3646.6,0,135.1
Mar-09,0,86.36,20.3,279.87,85.42,85.42,24.4,1311.8,4409.2,3798.1,4409.2,23.94,83.3,55.3275032,1045.4,0,1.1,57.8,0,20.3,4,16.7,19.7,8.54,1.7,80.3,0.08,2334.4,36555.8,293,7034.9,4491.4,0,33.6,161.8,129.7,459.6,46.8,110.4,0,0,1.67,-70.7,-3662.7,4344.5,611.1,13.82,842.1,3547.9,20.3,6895.3,6884.5,0,4039.1,16027.1,849,97.7,0,0,142.1,842.1,995.2,1124.9,1027.2,995.2,19.89,29.2,17.41,25.56,16.49,24.22,2.87,1.67,1.06,915,12220.5,80.29,11.94,23.55,23.76,146.81,4903.5,4002.1,1810.7,0,3017.8,153.1,24903.9,24903.9,13459.4,12278.5,0.4,5298.9,11444.5,110.4,12220.5,293,12513.5,1525.2,4446.4,0,142.7
Jun-09,0,86.36,20.3,279.87,85.42,85.42,24.4,1311.8,4409.2,3798.1,4409.2,23.94,83.3,85.03875732,1045.4,0,1.1,57.8,0,20.3,4,16.7,19.7,8.54,1.7,80.3,0.08,2226.2,36555.8,293.1,7034.9,4491.4,0,-7.3,161.8,-44.2,459.6,46.8,110.4,0,0,1.67,-70.7,-3662.7,4344.5,611.1,13.82,1197.9,3547.9,20.3,6895.3,6884.5,0,4039.1,16027.1,942.6,95.5,0,0,142.1,1197.9,1356.2,1312,1216.5,1356.2,19.89,29.2,17.41,25.56,16.49,24.22,2.87,1.67,1.06,915,12220.5,80.29,11.94,23.55,23.76,146.81,4903.5,4002.1,1810.7,0,3017.8,158.3,24903.9,24903.9,13459.4,12278.5,0.4,5287.9,11444.5,110.4,12220.5,293,12513.5,1525.2,4446.4,0,136.4
Sep-09,0,86.36,20.3,279.87,85.42,85.42,24.4,1311.8,4409.2,3798.1,4409.2,23.94,83.3,135.4725037,1045.4,0,1.1,57.8,0,20.3,4,16.7,19.7,8.54,1.7,80.3,0.08,2237.8,36555.8,293.3,7034.9,4491.4,0,7,161.8,43,459.6,46.8,110.4,0,0,1.67,-70.7,-3662.7,4344.5,611.1,13.82,1232.1,3547.9,20.3,6895.3,6884.5,0,4039.1,16027.1,1235.9,121.4,0,0,142.1,1232.1,1387.7,1430.7,1309.3,1387.7,19.89,29.2,17.41,25.56,16.49,24.22,2.87,1.67,1.06,915,12220.5,80.29,11.94,23.55,23.76,146.81,4903.5,4002.1,1810.7,0,3017.8,155.6,24903.9,24903.9,13459.4,12278.5,0.4,5857.8,11444.5,110.4,12220.5,293,12513.5,1525.2,4446.4,0,158
Dec-09,0,86.36,20.3,279.87,85.42,85.42,24.4,1311.8,4409.2,3798.1,4409.2,23.94,83.3,153,1045.4,0,1.1,57.8,0,20.3,4,16.7,19.7,8.54,1.7,80.3,0.08,2194.4,36555.8,293.5,7034.9,4491.4,0,-76,161.8,-16.9,459.6,46.8,110.4,0,0,1.67,-70.7,-3662.7,4344.5,611.1,13.82,1231.2,3547.9,20.3,6895.3,6884.5,0,4039.1,16027.1,1470.4,85.7,0,0,142.1,1231.2,1435.3,1418.4,1332.7,1435.3,19.89,29.2,17.41,25.56,16.49,24.22,2.87,1.67,1.06,915,12220.5,80.29,11.94,23.55,23.76,146.81,4903.5,4002.1,1810.7,0,3017.8,204.1,24903.9,24903.9,13459.4,12278.5,0.4,5892.9,11444.5,110.4,12220.5,293,12513.5,1525.2,4446.4,0,145.1
Mar-10,0,75.58,33.37,279.87,120.51,120.51,71.5,991.1,5664.3,4347.7,5664.3,37.31,83.92,159.0637512,778,0,1.33,34.8,0,33.37,6,16.08,17.98,16.27,4.52,82.02,0.05,2404.5,103624.14,293.6,7164.41,4647.4,0,-36.5,161.8,-62.1,606.9,37.77,90.3,0,0,4.53,-96.2,-3064.6,4477.4,1316.6,21.36,1236.7,5688.8,33.37,8966.5,7111.7,0,3378.5,16374.3,1308.4,126.4,0,0,390.3,1236.7,1509.5,1447.4,1321,1509.5,27.78,43.38,25.25,39.43,24.81,38.75,5.87,4.53,1.28,1752.7,17396.8,82.01,16.15,27.54,27.68,156.14,5439.9,5000.8,2230.8,0,3494.5,272.8,30327.4,30327.4,16678.7,12544.9,0.31,6141,13648.7,90.3,17396.8,293.6,17690.4,1495.7,5016.4,0,140.3
Jun-10,0,75.58,33.37,279.87,120.51,120.51,71.5,991.1,5664.3,4347.7,5664.3,37.31,83.92,144.1875305,778,0,1.33,34.8,0,33.37,6,16.08,17.98,16.27,4.52,82.02,0.05,2535.8,103624.14,489.9,7164.41,4647.4,0,-21.7,161.8,75.5,606.9,37.77,90.3,0,0,4.53,-96.2,-3064.6,4477.4,1316.6,21.36,1110,5688.8,33.37,8966.5,7111.7,0,3378.5,16374.3,1141.6,128.8,0,0,390.3,1110,1307.9,1383.4,1254.6,1307.9,27.78,43.38,25.25,39.43,24.81,38.75,5.87,4.53,1.28,1752.7,17396.8,82.01,16.15,27.54,27.68,156.14,5439.9,5000.8,2230.8,0,3494.5,197.9,30327.4,30327.4,16678.7,12544.9,0.31,5982.2,13648.7,90.3,17396.8,293.6,17690.4,1495.7,5016.4,0,136.1
Sep-10,0,75.58,33.37,279.87,120.51,120.51,71.5,991.1,5664.3,4347.7,5664.3,37.31,83.92,168.5437927,778,0,1.33,34.8,0,33.37,6,16.08,17.98,16.27,4.52,82.02,0.05,2757.7,103624.14,490.4,7164.41,4647.4,0,88.3,161.8,-1.6,606.9,37.77,90.3,0,0,4.53,-96.2,-3064.6,4477.4,1316.6,21.36,1172.1,5688.8,33.37,8966.5,7111.7,0,3378.5,16374.3,658.3,136.8,0,0,390.3,1172.1,1361.9,1360.3,1223.5,1361.9,27.78,43.38,25.25,39.43,24.81,38.75,5.87,4.53,1.28,1752.7,17396.8,82.01,16.15,27.54,27.68,156.14,5439.9,5000.8,2230.8,0,3494.5,189.8,30327.4,30327.4,16678.7,12544.9,0.31,6556.9,13648.7,90.3,17396.8,293.6,17690.4,1495.7,5016.4,0,139.4
Dec-10,0,75.58,33.37,279.87,120.51,120.51,71.5,991.1,5664.3,4347.7,5664.3,37.31,83.92,184.2187958,778,0,1.33,34.8,0,33.37,6,16.08,17.98,16.27,4.52,82.02,0.05,2729.1,103624.14,490.7,7164.41,4647.4,0,-19.1,161.8,30.7,606.9,37.77,90.3,0,0,4.53,-96.2,-3064.6,4477.4,1316.6,21.36,1223.7,5688.8,33.37,8966.5,7111.7,0,3378.5,16374.3,730.4,164.2,0,0,390.3,1223.7,1454.9,1485.6,1321.4,1454.9,27.78,43.38,25.25,39.43,24.81,38.75,5.87,4.53,1.28,1752.7,17396.8,82.01,16.15,27.54,27.68,156.14,5439.9,5000.8,2230.8,0,3494.5,231.2,30327.4,30327.4,16678.7,12544.9,0.31,6623.4,13648.7,90.3,17396.8,293.6,17690.4,1495.7,5016.4,0,154.1
Mar-11,2.8,77.08,19.88,475.82,86.88,86.88,23.1,396.4,5203.3,5664.3,5203.3,22.18,72.95,180.0750427,1677.9,4795,2.1,10.8,0,19.78,6,27.05,30.4,18.14,4.44,69.6,0.04,2914.6,116882.32,490.9,8854.31,4633.4,32.3,-79.1,132.5,31.4,724.9,36.28,1935.4,962.7,273.7,4.46,-2733.3,-1474,3711.2,-461,18.41,1337.6,5705.5,19.74,6018.4,6018.4,0,1245.4,28.8,792,210.7,265.9,782.3,2724.2,1337.6,1580.4,1611.8,1401.1,1580.4,24.49,26.25,22.21,23.8,21.69,23.25,5.51,4.46,2.03,2735.8,20829.4,69.59,14.19,20.35,22.71,107.17,2775.4,2483.5,2693.9,0,4104.5,242.8,34119.8,34119.8,21712.2,10324.6,0.22,7178.4,12407.6,2475,20829.4,490.8,21320.2,3609.9,5781.3,0,170.6
Jun-11,2.8,77.08,19.88,475.82,86.88,86.88,23.1,396.4,5203.3,5664.3,5203.3,22.18,72.95,156.6000366,1677.9,4795,2.1,10.8,0,19.78,6,27.05,30.4,18.14,4.44,69.6,0.04,3039.7,116882.32,491.1,8854.31,4633.4,32.3,-126.1,132.5,78.9,724.9,36.28,1935.4,962.7,273.7,4.46,-2733.3,-1474,3711.2,-461,18.41,1219.3,5705.5,19.74,6018.4,6018.4,0,1245.4,28.8,763.4,210.4,265.9,782.3,2724.2,1219.3,1497.9,1576.8,1366.4,1497.9,24.49,26.25,22.21,23.8,21.69,23.25,5.51,4.46,2.03,2735.8,20829.4,69.59,14.19,20.35,22.71,107.17,2775.4,2483.5,2693.9,0,4104.5,278.6,34119.8,34119.8,21712.2,10324.6,0.22,7311.3,12407.6,2475,20829.4,490.8,21320.2,3609.9,5781.3,0,174
