0,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
Mar 05,,,59.97,59.97,1483.60,1493.66,1553.64,,154.67,88.95,0.00,0.00,243.62,,40.37,238.68,255.77,283.99,818.81,2616.07,,,738.91,0.00,105.96,0.00,844.87,18.30,0.00,0.00,0.00,863.18,,0.00,745.68,587.32,15.38,404.51,0.00,1752.89,2616.07,,,503.88,,358.01,0.00,0.00,89.73,,81.74,,--,,1053.21,44.74,,58.39,,--,18.30,,--,--
Mar 06,,,59.97,59.97,1913.98,1923.30,1983.27,,417.64,97.95,0.00,0.00,515.59,,51.27,371.27,264.62,272.31,959.47,3458.33,,,1056.61,0.00,87.01,0.00,1143.62,22.43,0.00,0.00,0.00,1166.05,,0.00,957.00,875.96,44.48,414.84,0.00,2292.28,3458.33,,,1600.75,,468.41,0.00,0.00,106.55,,80.47,,--,,1513.64,51.99,,58.39,,--,22.43,,--,--
Mar 07,,,155.46,155.46,3071.84,3080.81,3236.27,,116.31,112.65,0.00,0.00,228.96,,7.25,305.93,225.20,410.13,948.51,4413.74,,,1388.07,0.00,73.19,0.00,1461.26,117.80,0.00,0.00,0.00,1579.06,,0.00,978.60,1028.78,131.49,695.81,0.00,2834.68,4413.74,,,1586.64,,555.27,0.00,0.00,94.85,,115.13,,--,,1780.44,84.63,,151.66,,--,117.80,,--,--
Mar 08,,,155.46,155.46,3591.39,3600.36,3755.82,,563.55,149.15,0.00,0.00,712.70,,16.98,533.51,297.39,416.81,1264.69,5733.21,,,1661.36,0.00,233.12,0.00,1894.48,94.75,0.00,0.00,0.00,1989.23,,0.00,1120.49,1393.91,79.28,1150.30,0.00,3743.98,5733.21,,,1664.58,,743.62,0.00,0.00,202.93,,121.15,,--,,2101.74,153.47,,151.66,,--,94.75,,--,--
Mar 09,,,155.46,155.46,4186.32,4195.29,4350.75,,73.48,164.15,0.00,0.00,237.63,,866.76,456.63,556.22,391.71,2271.32,6859.70,,,1992.49,0.00,366.32,0.00,2358.81,81.32,0.00,0.00,0.00,2440.13,,0.00,1398.32,1837.15,53.00,1131.10,0.00,4419.57,6859.70,,,730.75,,983.22,0.00,0.00,256.80,,173.20,,--,,2742.69,217.47,,151.66,,--,81.32,,--,--
Mar 10,,,160.58,160.58,5744.54,5753.51,5914.09,,4.66,179.15,0.00,0.00,183.81,,0.41,805.61,192.35,1347.66,2346.03,8443.93,,,2011.17,0.00,684.24,0.00,2695.41,265.10,0.00,0.00,0.00,2960.51,,0.00,1512.58,1552.71,60.84,2357.29,0.00,5483.42,8443.93,,,423.87,,873.60,0.00,0.00,167.23,,161.32,,--,,2900.58,157.10,,151.66,,--,265.10,,--,--
Mar 11,,,160.58,160.58,6443.40,6452.37,6612.95,,2.92,212.45,0.00,21.00,236.37,,437.56,661.67,300.40,198.88,1598.51,8447.83,,,2867.65,0.00,253.07,0.00,3120.72,347.06,0.00,435.50,0.15,3903.43,,223.59,1883.16,1497.04,83.98,771.30,85.33,4544.40,8447.83,,,1110.96,,1170.77,0.00,0.00,179.39,,171.59,,--,,3361.49,56.18,,151.66,,--,346.69,,--,223.59
Mar 12,,,160.58,160.58,7380.73,7389.70,7550.28,,2.20,232.45,0.00,29.12,263.77,,10.00,600.39,357.94,211.41,1179.74,8993.79,,,3002.66,0.00,343.45,0.00,3346.11,461.83,0.00,385.65,0.24,4193.83,,573.32,1824.50,1519.31,55.06,773.79,53.98,4799.96,8993.79,,,1320.07,,954.34,0.00,0.00,146.50,,195.94,,--,,3692.03,36.14,,151.66,,--,461.47,,--,573.32
Mar 13,,,160.58,160.58,8699.97,8708.94,8869.52,,0.55,281.20,30.00,47.34,359.09,,965.26,827.09,242.62,229.63,2264.60,11493.21,,,3418.29,0.00,339.99,0.00,3768.63,514.36,0.00,373.72,0.31,4657.02,,2087.46,2343.37,1645.22,105.07,652.79,2.28,6836.19,11493.21,,,3993.66,,1206.78,0.00,0.00,83.21,,274.34,,--,,4426.16,68.56,,151.66,,--,514.01,,--,2087.46
Mar 14,,,160.58,160.58,9922.09,9931.06,10091.64,,0.43,311.20,30.00,73.99,415.62,,876.91,962.56,333.20,244.07,2416.74,12924.00,,,3519.59,4.60,319.64,0.00,3900.88,3328.28,0.00,535.30,61.57,7826.03,,258.85,2511.16,1728.10,46.04,515.56,38.26,5097.97,12924.00,,,1201.36,,1330.64,0.00,0.00,64.71,,468.25,,--,,4947.96,201.92,,151.66,,--,3327.94,,--,258.85
