0,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
Mar 15,,,3236.00,3236.00,212923.00,212923.00,216159.00,,76227.00,12677.00,0.00,1404.00,90308.00,,12914.00,54470.00,19063.00,4854.00,91301.00,397785.00,,,79778.00,34785.00,65178.00,0.00,190316.00,62058.00,0.00,29259.00,0.00,281633.00,,50515.00,36551.00,4661.00,11571.00,12307.00,547.00,116152.00,397785.00,,,80641.00,,241456.00,0.00,0.00,9788.00,,7785.00,,622.00,,209169.00,229.00,,2108.56,,16950.00,45920.00,,19158.00,32165.00
Mar 16,,,3240.00,3240.00,236936.00,236936.00,240176.00,,77866.00,13159.00,0.00,1489.00,92514.00,,14490.00,54521.00,54841.00,1170.00,125022.00,457720.00,,,91477.00,39933.00,97296.00,0.00,238289.00,112630.00,0.00,16237.00,0.00,367156.00,,39429.00,28034.00,3495.00,6892.00,11938.00,776.00,90564.00,457720.00,,,79905.00,,146516.00,0.00,0.00,13897.00,,8013.00,,1311.00,,137634.00,198.00,,2108.56,,30647.00,83583.00,,9949.00,29870.00
Mar 17,,,3251.00,3251.00,285058.00,285058.00,288309.00,,78723.00,24766.00,0.00,2118.00,105607.00,,22580.00,68161.00,60817.00,1268.00,152826.00,546746.00,,,145486.00,9092.00,128283.00,0.00,287319.00,140544.00,0.00,10418.00,2184.00,440465.00,,51906.00,34018.00,5472.00,1754.00,4900.00,8231.00,106281.00,546746.00,,,73386.00,,0.00,0.00,0.00,0.00,,0.00,,--,,--,--,,2108.56,,15991.00,124851.00,,10731.00,41175.00
Mar 18,,,6335.00,6335.00,308297.00,308297.00,314632.00,,81596.00,27926.00,504.00,2205.00,112231.00,,15239.00,88675.00,85815.00,918.00,190647.00,617525.00,,,191879.00,9085.00,92581.00,0.00,300447.00,171945.00,0.00,17699.00,3522.00,493613.00,,53277.00,39568.00,10460.00,2731.00,3533.00,14343.00,123912.00,617525.00,,,66970.00,,0.00,0.00,0.00,0.00,,221977.00,,--,,--,169763.00,,5188.89,,12182.00,160045.00,,13133.00,40144.00
Mar 19,,,6339.00,6339.00,398983.00,398983.00,405322.00,,118098.00,47317.00,504.00,2483.00,168402.00,,39097.00,88241.00,73900.00,783.00,202021.00,775745.00,,,194895.00,8293.00,105155.00,0.00,314745.00,272043.00,0.00,31806.00,4287.00,622881.00,,59640.00,44144.00,12110.00,3768.00,4876.00,28326.00,152864.00,775745.00,,,111869.00,,0.00,0.00,0.00,0.00,,307558.00,,--,,--,214337.00,,5188.89,,12937.00,259314.00,,24017.00,35623.00
Mar 20,,,6339.00,6339.00,384875.00,384875.00,391214.00,,194402.00,50556.00,3434.00,1410.00,249802.00,,59899.00,71048.00,198662.00,1073.00,330682.00,971699.00,,,297854.00,8624.00,15638.00,0.00,334443.00,421793.00,0.00,44348.00,4461.00,805045.00,,70030.00,38802.00,7483.00,8485.00,15028.00,26826.00,166654.00,971699.00,,,45924.00,,0.00,0.00,0.00,0.00,,260280.00,,--,,--,284196.00,,5188.89,,27475.00,394521.00,,31814.00,38216.00
Mar 21,,,6445.00,6445.00,468038.00,468038.00,474483.00,,160598.00,30788.00,4518.00,1499.00,197403.00,,33152.00,86999.00,80735.00,901.00,201787.00,873673.00,,,292092.00,14741.00,20765.00,0.00,339668.00,252620.00,0.00,65698.00,4968.00,662954.00,,94665.00,37437.00,4159.00,5573.00,993.00,67892.00,210719.00,873673.00,,,25921.00,,0.00,0.00,0.00,0.00,,134436.00,,--,,--,179929.00,,5188.89,,21240.00,235348.00,,36303.00,58362.00
Mar 22,,,6765.00,6765.00,464762.00,464762.00,471527.00,,167231.00,30832.00,6504.00,1598.00,206165.00,,27332.00,134005.00,38749.00,896.00,200982.00,878674.00,,,223824.00,15802.00,19267.00,0.00,274288.00,330493.00,0.00,41951.00,9544.00,656276.00,,78304.00,45923.00,14394.00,21714.00,161.00,61902.00,222398.00,878674.00,,,30426.00,,0.00,0.00,0.00,0.00,,321119.00,,--,,--,245752.00,,5188.89,,62401.00,273377.00,,21471.00,56833.00
Mar 23,,,6766.00,6766.00,472328.00,472328.00,479094.00,,135561.00,33968.00,3370.00,1296.00,174195.00,,80262.00,110722.00,45366.00,926.00,237276.00,890565.00,,,232238.00,12926.00,30958.00,0.00,294079.00,303558.00,0.00,22448.00,4548.00,624633.00,,86074.00,48926.00,16898.00,56811.00,595.00,56628.00,265932.00,890565.00,,,27421.00,,0.00,0.00,0.00,0.00,,413231.00,,--,,--,576842.00,,5188.89,,2934.00,303180.00,,65984.00,20090.00
Mar 24,,,6766.00,6766.00,508330.00,508330.00,515096.00,,161059.00,36259.00,5514.00,1701.00,204533.00,,50731.00,129859.00,58452.00,972.00,240014.00,959643.00,,,258911.00,40719.00,44294.00,0.00,361262.00,301400.00,0.00,10051.00,24305.00,697018.00,,68663.00,85100.00,14740.00,69248.00,0.00,24874.00,262625.00,959643.00,,,31018.00,,0.00,0.00,0.00,0.00,,367617.00,,--,,--,463715.00,,5188.89,,6196.00,300930.00,,62723.00,5940.00
