0,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
Mar 15,,,61.84,61.84,2416.67,2438.54,2500.38,,325.00,0.00,72.54,114.02,511.56,,152.50,143.88,153.48,192.61,642.47,3655.68,,,168.91,24.43,11.09,0.00,204.61,2231.86,45.75,71.79,70.50,2624.51,,0.00,819.27,93.62,21.01,93.36,3.91,1031.17,3655.68,,,96.59,,55.46,1.32,1.32,1.69,,59.03,,2.34,,166.13,157.05,,33.18,,1875.27,2009.16,,--,--
Mar 16,,,63.11,63.11,2810.93,2832.79,2895.90,,0.00,0.00,0.00,177.87,177.87,,52.61,198.38,544.95,195.21,991.15,4064.92,,,183.21,16.05,10.10,0.00,209.36,2264.34,39.48,120.50,70.50,2704.18,,0.00,889.71,124.09,239.20,104.47,3.27,1360.74,4064.92,,,33.86,,55.85,1.97,1.97,5.76,,33.34,,5.33,,190.82,124.02,,33.18,,1389.03,2050.16,,--,--
Mar 17,,,63.11,63.11,3721.44,3721.44,3784.55,,0.00,0.00,0.00,119.91,119.91,,32.26,244.33,177.44,57.05,511.08,4415.54,,,197.76,16.03,7.38,0.69,225.98,2903.97,38.86,24.73,185.25,3378.79,,67.70,764.19,99.62,20.78,11.97,72.49,1036.75,4415.54,,,12.24,,0.00,0.00,0.00,0.00,,0.00,,--,,--,--,,33.18,,2032.08,2062.58,,--,67.70
Mar 18,,,63.11,63.11,4150.24,4150.24,4213.35,,0.00,0.00,0.00,109.65,109.65,,84.25,248.46,189.16,47.30,569.17,4892.17,,,207.59,19.21,11.49,0.67,240.12,2284.28,99.01,20.44,147.89,2791.74,,536.98,744.40,136.66,535.27,8.10,139.02,2100.43,4892.17,,,11.97,,0.00,0.00,0.00,0.00,,96.80,,--,,--,458.30,,33.18,,1276.93,2062.80,,--,536.98
Mar 19,,,63.11,63.11,4358.71,4380.57,4443.68,,0.00,0.00,0.00,115.25,115.25,,4.53,239.42,180.92,20.65,445.52,5004.45,,,223.84,18.06,10.52,0.65,259.80,2318.59,33.86,16.77,167.28,2796.30,,497.74,846.91,181.92,472.95,8.13,200.50,2208.15,5004.45,,,49.08,,0.00,0.00,0.00,0.00,,104.69,,--,,--,324.84,,33.18,,1022.67,2103.33,,--,497.74
Mar 20,,,92.16,92.16,10735.99,10757.85,10850.01,,0.00,149.22,121.82,137.52,408.56,,35.00,447.04,235.86,73.96,791.86,12050.43,,,350.20,6102.34,22.16,0.00,6480.69,2324.91,0.00,22.35,235.38,9063.33,,724.51,919.95,314.17,737.77,0.66,290.04,2987.10,12050.43,,,135.06,,0.00,0.00,0.00,0.00,,86.11,,--,,--,287.37,,33.18,,612.56,2153.67,,--,724.51
Mar 21,,,92.16,92.16,11110.08,11131.94,11224.10,,0.00,367.55,291.50,148.21,807.26,,0.00,1102.63,215.73,82.04,1400.40,13431.76,,,482.94,6088.41,46.46,0.00,6634.25,2605.19,0.00,21.71,315.11,9576.26,,287.77,1408.37,257.23,1613.69,3.79,284.65,3855.50,13431.76,,,473.63,,0.00,0.00,0.00,0.00,,90.49,,--,,--,322.69,,33.18,,1300.31,2428.57,,--,287.77
Mar 22,,,92.16,92.16,11647.89,11669.75,11761.91,,0.00,511.22,282.10,135.32,928.64,,0.00,1263.74,209.18,62.74,1535.66,14226.21,,,507.90,6056.15,2.58,0.00,6603.81,3368.76,0.00,13.80,312.68,10299.05,,156.94,1271.94,281.76,1328.61,559.70,328.21,3927.16,14226.21,,,216.42,,0.00,0.00,0.00,0.00,,108.46,,--,,--,412.35,,33.18,,2345.86,3344.28,,--,156.94
Mar 23,,,92.90,92.90,12638.50,12660.36,12753.26,,0.00,575.38,285.66,130.11,991.15,,39.50,1518.17,233.64,56.82,1848.13,15592.54,,,507.82,6041.73,13.89,0.00,6571.89,4184.25,0.00,12.36,334.45,11102.95,,651.39,1400.60,341.65,1247.78,430.56,417.61,4489.59,15592.54,,,59.88,,0.00,0.00,0.00,0.00,,150.36,,--,,--,367.02,,33.18,,2236.20,3997.08,,--,651.39
Mar 24,,,95.28,95.28,13511.46,13511.46,13606.74,,0.00,615.41,294.48,176.99,1086.88,,1444.30,1847.37,291.18,110.22,3693.07,18386.69,,,719.57,5985.84,14.01,0.00,6736.48,8382.96,0.00,6.99,190.22,15316.65,,118.85,1545.68,486.90,200.02,250.97,467.62,3070.04,18386.69,,,397.89,,0.00,0.00,0.00,0.00,,393.34,,--,,--,897.22,,33.18,,91.71,7863.99,,--,118.85
